SampleID,HmGene,Chr,Start,HPVType,HPVStart,HPVGene,Support,Split,HmStrand,HPVStrand,Source,annot,from,SampleID_HPV,SampleID_HmGene,sample_chr_start,total_read,HmGene_chr_start_annot,unique_ID
GS18074T,MIR1204,chr8,127781421,HPV16,1806,E1,12,14,+,-,CTAT_VIF,right_one,neargenes,GS18074T_HPV16,GS18074T_MIR1204,GS18074T_chr8_127781421,26,MIR1204_chr8_127781421_right_one_HPV16_1806,GS18074T_MIR1204_chr8_127781421_HPV16_1806
GS18074T,CASC11,chr8,127781421,HPV16,1806,E1,12,14,+,-,CTAT_VIF,left_two,neargenes,GS18074T_HPV16,GS18074T_CASC11,GS18074T_chr8_127781421,26,CASC11_chr8_127781421_left_two_HPV16_1806,GS18074T_CASC11_chr8_127781421_HPV16_1806
GS18074T,CASC8,chr8,127781421,HPV16,1806,E1,12,14,+,-,CTAT_VIF,right_two,neargenes,GS18074T_HPV16,GS18074T_CASC8,GS18074T_chr8_127781421,26,CASC8_chr8_127781421_right_two_HPV16_1806,GS18074T_CASC8_chr8_127781421_HPV16_1806
TCGA-BB-7866-01A,PVT1,chr8,127855320,HPV16,578,E7,6,3,+,-,CTAT_VIF,integration,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_PVT1,TCGA-BB-7866-01A_chr8_127855320,9,PVT1_chr8_127855320_integration_HPV16_578,TCGA-BB-7866-01A_PVT1_chr8_127855320_HPV16_578
TCGA-BB-7866-01A,MIR1204,chr8,127855320,HPV16,578,E7,6,3,+,-,CTAT_VIF,left_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1204,TCGA-BB-7866-01A_chr8_127855320,9,MIR1204_chr8_127855320_left_one_HPV16_578,TCGA-BB-7866-01A_MIR1204_chr8_127855320_HPV16_578
TCGA-BB-7866-01A,TMEM75,chr8,127855320,HPV16,578,E7,6,3,+,-,CTAT_VIF,right_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_TMEM75,TCGA-BB-7866-01A_chr8_127855320,9,TMEM75_chr8_127855320_right_one_HPV16_578,TCGA-BB-7866-01A_TMEM75_chr8_127855320_HPV16_578
TCGA-BB-7866-01A,MIR1205,chr8,127855320,HPV16,578,E7,6,3,+,-,CTAT_VIF,left_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127855320,9,MIR1205_chr8_127855320_left_two_HPV16_578,TCGA-BB-7866-01A_MIR1205_chr8_127855320_HPV16_578
TCGA-BB-7866-01A,MYC,chr8,127855320,HPV16,578,E7,6,3,+,-,CTAT_VIF,right_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MYC,TCGA-BB-7866-01A_chr8_127855320,9,MYC_chr8_127855320_right_two_HPV16_578,TCGA-BB-7866-01A_MYC_chr8_127855320_HPV16_578
TCGA-BB-7866-01A,PVT1,chr8,127856754,HPV16,3820,E2,2062,334,+,+,CTAT_VIF,integration,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_PVT1,TCGA-BB-7866-01A_chr8_127856754,2396,PVT1_chr8_127856754_integration_HPV16_3820,TCGA-BB-7866-01A_PVT1_chr8_127856754_HPV16_3820
TCGA-BB-7866-01A,MIR1204,chr8,127856754,HPV16,3820,E2,2062,334,+,+,CTAT_VIF,left_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1204,TCGA-BB-7866-01A_chr8_127856754,2396,MIR1204_chr8_127856754_left_one_HPV16_3820,TCGA-BB-7866-01A_MIR1204_chr8_127856754_HPV16_3820
TCGA-BB-7866-01A,TMEM75,chr8,127856754,HPV16,3820,E2,2062,334,+,+,CTAT_VIF,right_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_TMEM75,TCGA-BB-7866-01A_chr8_127856754,2396,TMEM75_chr8_127856754_right_one_HPV16_3820,TCGA-BB-7866-01A_TMEM75_chr8_127856754_HPV16_3820
TCGA-BB-7866-01A,MIR1205,chr8,127856754,HPV16,3820,E2,2062,334,+,+,CTAT_VIF,left_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127856754,2396,MIR1205_chr8_127856754_left_two_HPV16_3820,TCGA-BB-7866-01A_MIR1205_chr8_127856754_HPV16_3820
TCGA-BB-7866-01A,MYC,chr8,127856754,HPV16,3820,E2,2062,334,+,+,CTAT_VIF,right_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MYC,TCGA-BB-7866-01A_chr8_127856754,2396,MYC_chr8_127856754_right_two_HPV16_3820,TCGA-BB-7866-01A_MYC_chr8_127856754_HPV16_3820
GS18051T,PVT1,chr8,127861019,HPV16,2663,E1,195,70,+,-,CTAT_VIF,integration,neargenes,GS18051T_HPV16,GS18051T_PVT1,GS18051T_chr8_127861019,265,PVT1_chr8_127861019_integration_HPV16_2663,GS18051T_PVT1_chr8_127861019_HPV16_2663
GS18051T,MIR1204,chr8,127861019,HPV16,2663,E1,195,70,+,-,CTAT_VIF,left_one,neargenes,GS18051T_HPV16,GS18051T_MIR1204,GS18051T_chr8_127861019,265,MIR1204_chr8_127861019_left_one_HPV16_2663,GS18051T_MIR1204_chr8_127861019_HPV16_2663
GS18051T,TMEM75,chr8,127861019,HPV16,2663,E1,195,70,+,-,CTAT_VIF,right_one,neargenes,GS18051T_HPV16,GS18051T_TMEM75,GS18051T_chr8_127861019,265,TMEM75_chr8_127861019_right_one_HPV16_2663,GS18051T_TMEM75_chr8_127861019_HPV16_2663
GS18051T,MIR1205,chr8,127861019,HPV16,2663,E1,195,70,+,-,CTAT_VIF,left_two,neargenes,GS18051T_HPV16,GS18051T_MIR1205,GS18051T_chr8_127861019,265,MIR1205_chr8_127861019_left_two_HPV16_2663,GS18051T_MIR1205_chr8_127861019_HPV16_2663
GS18051T,MYC,chr8,127861019,HPV16,2663,E1,195,70,+,-,CTAT_VIF,right_two,neargenes,GS18051T_HPV16,GS18051T_MYC,GS18051T_chr8_127861019,265,MYC_chr8_127861019_right_two_HPV16_2663,GS18051T_MYC_chr8_127861019_HPV16_2663
TCGA-BB-7866-01A,PVT1,chr8,127928291,HPV16,3727,E2,193,70,+,+,CTAT_VIF,integration,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_PVT1,TCGA-BB-7866-01A_chr8_127928291,263,PVT1_chr8_127928291_integration_HPV16_3727,TCGA-BB-7866-01A_PVT1_chr8_127928291_HPV16_3727
TCGA-BB-7866-01A,MIR1204,chr8,127928291,HPV16,3727,E2,193,70,+,+,CTAT_VIF,left_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1204,TCGA-BB-7866-01A_chr8_127928291,263,MIR1204_chr8_127928291_left_one_HPV16_3727,TCGA-BB-7866-01A_MIR1204_chr8_127928291_HPV16_3727
TCGA-BB-7866-01A,TMEM75,chr8,127928291,HPV16,3727,E2,193,70,+,+,CTAT_VIF,right_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_TMEM75,TCGA-BB-7866-01A_chr8_127928291,263,TMEM75_chr8_127928291_right_one_HPV16_3727,TCGA-BB-7866-01A_TMEM75_chr8_127928291_HPV16_3727
TCGA-BB-7866-01A,MIR1205,chr8,127928291,HPV16,3727,E2,193,70,+,+,CTAT_VIF,left_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127928291,263,MIR1205_chr8_127928291_left_two_HPV16_3727,TCGA-BB-7866-01A_MIR1205_chr8_127928291_HPV16_3727
TCGA-BB-7866-01A,MYC,chr8,127928291,HPV16,3727,E2,193,70,+,+,CTAT_VIF,right_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MYC,TCGA-BB-7866-01A_chr8_127928291,263,MYC_chr8_127928291_right_two_HPV16_3727,TCGA-BB-7866-01A_MYC_chr8_127928291_HPV16_3727
TCGA-BB-7866-01A,PVT1,chr8,127929896,HPV16,4218,"",175,20,+,-,CTAT_VIF,integration,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_PVT1,TCGA-BB-7866-01A_chr8_127929896,195,PVT1_chr8_127929896_integration_HPV16_4218,TCGA-BB-7866-01A_PVT1_chr8_127929896_HPV16_4218
TCGA-BB-7866-01A,MIR1204,chr8,127929896,HPV16,4218,"",175,20,+,-,CTAT_VIF,left_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1204,TCGA-BB-7866-01A_chr8_127929896,195,MIR1204_chr8_127929896_left_one_HPV16_4218,TCGA-BB-7866-01A_MIR1204_chr8_127929896_HPV16_4218
TCGA-BB-7866-01A,TMEM75,chr8,127929896,HPV16,4218,"",175,20,+,-,CTAT_VIF,right_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_TMEM75,TCGA-BB-7866-01A_chr8_127929896,195,TMEM75_chr8_127929896_right_one_HPV16_4218,TCGA-BB-7866-01A_TMEM75_chr8_127929896_HPV16_4218
TCGA-BB-7866-01A,MIR1205,chr8,127929896,HPV16,4218,"",175,20,+,-,CTAT_VIF,left_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127929896,195,MIR1205_chr8_127929896_left_two_HPV16_4218,TCGA-BB-7866-01A_MIR1205_chr8_127929896_HPV16_4218
TCGA-BB-7866-01A,MYC,chr8,127929896,HPV16,4218,"",175,20,+,-,CTAT_VIF,right_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MYC,TCGA-BB-7866-01A_chr8_127929896,195,MYC_chr8_127929896_right_two_HPV16_4218,TCGA-BB-7866-01A_MYC_chr8_127929896_HPV16_4218
TCGA-BB-7866-01A,PVT1,chr8,127932052,HPV16,3633,E2,91,7,+,+,CTAT_VIF,integration,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_PVT1,TCGA-BB-7866-01A_chr8_127932052,98,PVT1_chr8_127932052_integration_HPV16_3633,TCGA-BB-7866-01A_PVT1_chr8_127932052_HPV16_3633
TCGA-BB-7866-01A,MIR1204,chr8,127932052,HPV16,3633,E2,91,7,+,+,CTAT_VIF,left_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1204,TCGA-BB-7866-01A_chr8_127932052,98,MIR1204_chr8_127932052_left_one_HPV16_3633,TCGA-BB-7866-01A_MIR1204_chr8_127932052_HPV16_3633
TCGA-BB-7866-01A,TMEM75,chr8,127932052,HPV16,3633,E2,91,7,+,+,CTAT_VIF,right_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_TMEM75,TCGA-BB-7866-01A_chr8_127932052,98,TMEM75_chr8_127932052_right_one_HPV16_3633,TCGA-BB-7866-01A_TMEM75_chr8_127932052_HPV16_3633
TCGA-BB-7866-01A,MIR1205,chr8,127932052,HPV16,3633,E2,91,7,+,+,CTAT_VIF,left_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127932052,98,MIR1205_chr8_127932052_left_two_HPV16_3633,TCGA-BB-7866-01A_MIR1205_chr8_127932052_HPV16_3633
TCGA-BB-7866-01A,MYC,chr8,127932052,HPV16,3633,E2,91,7,+,+,CTAT_VIF,right_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MYC,TCGA-BB-7866-01A_chr8_127932052,98,MYC_chr8_127932052_right_two_HPV16_3633,TCGA-BB-7866-01A_MYC_chr8_127932052_HPV16_3633
TCGA-BB-7866-01A,PVT1,chr8,127932558,HPV16,3634,E2,2,2,+,+,CTAT_VIF,integration,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_PVT1,TCGA-BB-7866-01A_chr8_127932558,4,PVT1_chr8_127932558_integration_HPV16_3634,TCGA-BB-7866-01A_PVT1_chr8_127932558_HPV16_3634
TCGA-BB-7866-01A,MIR1204,chr8,127932558,HPV16,3634,E2,2,2,+,+,CTAT_VIF,left_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1204,TCGA-BB-7866-01A_chr8_127932558,4,MIR1204_chr8_127932558_left_one_HPV16_3634,TCGA-BB-7866-01A_MIR1204_chr8_127932558_HPV16_3634
TCGA-BB-7866-01A,TMEM75,chr8,127932558,HPV16,3634,E2,2,2,+,+,CTAT_VIF,right_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_TMEM75,TCGA-BB-7866-01A_chr8_127932558,4,TMEM75_chr8_127932558_right_one_HPV16_3634,TCGA-BB-7866-01A_TMEM75_chr8_127932558_HPV16_3634
TCGA-BB-7866-01A,MIR1205,chr8,127932558,HPV16,3634,E2,2,2,+,+,CTAT_VIF,left_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127932558,4,MIR1205_chr8_127932558_left_two_HPV16_3634,TCGA-BB-7866-01A_MIR1205_chr8_127932558_HPV16_3634
TCGA-BB-7866-01A,MYC,chr8,127932558,HPV16,3634,E2,2,2,+,+,CTAT_VIF,right_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MYC,TCGA-BB-7866-01A_chr8_127932558,4,MYC_chr8_127932558_right_two_HPV16_3634,TCGA-BB-7866-01A_MYC_chr8_127932558_HPV16_3634
TCGA-BB-7866-01A,TMEM75,chr8,127948610,HPV16,969,E1,7,2,+,-,CTAT_VIF,integration,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_TMEM75,TCGA-BB-7866-01A_chr8_127948610,9,TMEM75_chr8_127948610_integration_HPV16_969,TCGA-BB-7866-01A_TMEM75_chr8_127948610_HPV16_969
TCGA-BB-7866-01A,PVT1,chr8,127948610,HPV16,969,E1,7,2,+,-,CTAT_VIF,left_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_PVT1,TCGA-BB-7866-01A_chr8_127948610,9,PVT1_chr8_127948610_left_one_HPV16_969,TCGA-BB-7866-01A_PVT1_chr8_127948610_HPV16_969
TCGA-BB-7866-01A,MIR1205,chr8,127948610,HPV16,969,E1,7,2,+,-,CTAT_VIF,right_one,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127948610,9,MIR1205_chr8_127948610_right_one_HPV16_969,TCGA-BB-7866-01A_MIR1205_chr8_127948610_HPV16_969
TCGA-BB-7866-01A,MIR1204,chr8,127948610,HPV16,969,E1,7,2,+,-,CTAT_VIF,left_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1204,TCGA-BB-7866-01A_chr8_127948610,9,MIR1204_chr8_127948610_left_two_HPV16_969,TCGA-BB-7866-01A_MIR1204_chr8_127948610_HPV16_969
TCGA-BB-7866-01A,MIR1207,chr8,127948610,HPV16,969,E1,7,2,+,-,CTAT_VIF,right_two,neargenes,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1207,TCGA-BB-7866-01A_chr8_127948610,9,MIR1207_chr8_127948610_right_two_HPV16_969,TCGA-BB-7866-01A_MIR1207_chr8_127948610_HPV16_969
GS18047T,PLGRKT,chr9,5349397,HPV16,3078,E2,2,5,+,+,CTAT_VIF,integration,neargenes,GS18047T_HPV16,GS18047T_PLGRKT,GS18047T_chr9_5349397,7,PLGRKT_chr9_5349397_integration_HPV16_3078,GS18047T_PLGRKT_chr9_5349397_HPV16_3078
GS18047T,RLN1,chr9,5349397,HPV16,3078,E2,2,5,+,+,CTAT_VIF,left_one,neargenes,GS18047T_HPV16,GS18047T_RLN1,GS18047T_chr9_5349397,7,RLN1_chr9_5349397_left_one_HPV16_3078,GS18047T_RLN1_chr9_5349397_HPV16_3078
GS18047T,CD274,chr9,5349397,HPV16,3078,E2,2,5,+,+,CTAT_VIF,right_one,neargenes,GS18047T_HPV16,GS18047T_CD274,GS18047T_chr9_5349397,7,CD274_chr9_5349397_right_one_HPV16_3078,GS18047T_CD274_chr9_5349397_HPV16_3078
GS18047T,RLN2,chr9,5349397,HPV16,3078,E2,2,5,+,+,CTAT_VIF,left_two,neargenes,GS18047T_HPV16,GS18047T_RLN2,GS18047T_chr9_5349397,7,RLN2_chr9_5349397_left_two_HPV16_3078,GS18047T_RLN2_chr9_5349397_HPV16_3078
GS18047T,PDCD1LG2,chr9,5349397,HPV16,3078,E2,2,5,+,+,CTAT_VIF,right_two,neargenes,GS18047T_HPV16,GS18047T_PDCD1LG2,GS18047T_chr9_5349397,7,PDCD1LG2_chr9_5349397_right_two_HPV16_3078,GS18047T_PDCD1LG2_chr9_5349397_HPV16_3078
15916,PLGRKT,chr9,5399904,HPV16,4719,L2,0,4,+,+,CTAT_VIF,integration,neargenes,15916_HPV16,15916_PLGRKT,15916_chr9_5399904,4,PLGRKT_chr9_5399904_integration_HPV16_4719,15916_PLGRKT_chr9_5399904_HPV16_4719
15916,RLN1,chr9,5399904,HPV16,4719,L2,0,4,+,+,CTAT_VIF,left_one,neargenes,15916_HPV16,15916_RLN1,15916_chr9_5399904,4,RLN1_chr9_5399904_left_one_HPV16_4719,15916_RLN1_chr9_5399904_HPV16_4719
15916,CD274,chr9,5399904,HPV16,4719,L2,0,4,+,+,CTAT_VIF,right_one,neargenes,15916_HPV16,15916_CD274,15916_chr9_5399904,4,CD274_chr9_5399904_right_one_HPV16_4719,15916_CD274_chr9_5399904_HPV16_4719
15916,RLN2,chr9,5399904,HPV16,4719,L2,0,4,+,+,CTAT_VIF,left_two,neargenes,15916_HPV16,15916_RLN2,15916_chr9_5399904,4,RLN2_chr9_5399904_left_two_HPV16_4719,15916_RLN2_chr9_5399904_HPV16_4719
15916,PDCD1LG2,chr9,5399904,HPV16,4719,L2,0,4,+,+,CTAT_VIF,right_two,neargenes,15916_HPV16,15916_PDCD1LG2,15916_chr9_5399904,4,PDCD1LG2_chr9_5399904_right_two_HPV16_4719,15916_PDCD1LG2_chr9_5399904_HPV16_4719
GS18047T,PLGRKT,chr9,5418105,HPV16,432,E6,3,3,+,+,CTAT_VIF,integration,neargenes,GS18047T_HPV16,GS18047T_PLGRKT,GS18047T_chr9_5418105,6,PLGRKT_chr9_5418105_integration_HPV16_432,GS18047T_PLGRKT_chr9_5418105_HPV16_432
GS18047T,RLN1,chr9,5418105,HPV16,432,E6,3,3,+,+,CTAT_VIF,left_one,neargenes,GS18047T_HPV16,GS18047T_RLN1,GS18047T_chr9_5418105,6,RLN1_chr9_5418105_left_one_HPV16_432,GS18047T_RLN1_chr9_5418105_HPV16_432
GS18047T,CD274,chr9,5418105,HPV16,432,E6,3,3,+,+,CTAT_VIF,right_one,neargenes,GS18047T_HPV16,GS18047T_CD274,GS18047T_chr9_5418105,6,CD274_chr9_5418105_right_one_HPV16_432,GS18047T_CD274_chr9_5418105_HPV16_432
GS18047T,RLN2,chr9,5418105,HPV16,432,E6,3,3,+,+,CTAT_VIF,left_two,neargenes,GS18047T_HPV16,GS18047T_RLN2,GS18047T_chr9_5418105,6,RLN2_chr9_5418105_left_two_HPV16_432,GS18047T_RLN2_chr9_5418105_HPV16_432
GS18047T,PDCD1LG2,chr9,5418105,HPV16,432,E6,3,3,+,+,CTAT_VIF,right_two,neargenes,GS18047T_HPV16,GS18047T_PDCD1LG2,GS18047T_chr9_5418105,6,PDCD1LG2_chr9_5418105_right_two_HPV16_432,GS18047T_PDCD1LG2_chr9_5418105_HPV16_432
TCGA-CV-5443-01A,CD274,chr9,5464508,HPV16,6761,L1,18,4,+,-,CTAT_VIF,integration,neargenes,TCGA-CV-5443-01A_HPV16,TCGA-CV-5443-01A_CD274,TCGA-CV-5443-01A_chr9_5464508,22,CD274_chr9_5464508_integration_HPV16_6761,TCGA-CV-5443-01A_CD274_chr9_5464508_HPV16_6761
TCGA-CV-5443-01A,PLGRKT,chr9,5464508,HPV16,6761,L1,18,4,+,-,CTAT_VIF,left_one,neargenes,TCGA-CV-5443-01A_HPV16,TCGA-CV-5443-01A_PLGRKT,TCGA-CV-5443-01A_chr9_5464508,22,PLGRKT_chr9_5464508_left_one_HPV16_6761,TCGA-CV-5443-01A_PLGRKT_chr9_5464508_HPV16_6761
TCGA-CV-5443-01A,PDCD1LG2,chr9,5464508,HPV16,6761,L1,18,4,+,-,CTAT_VIF,right_one,neargenes,TCGA-CV-5443-01A_HPV16,TCGA-CV-5443-01A_PDCD1LG2,TCGA-CV-5443-01A_chr9_5464508,22,PDCD1LG2_chr9_5464508_right_one_HPV16_6761,TCGA-CV-5443-01A_PDCD1LG2_chr9_5464508_HPV16_6761
TCGA-CV-5443-01A,RLN1,chr9,5464508,HPV16,6761,L1,18,4,+,-,CTAT_VIF,left_two,neargenes,TCGA-CV-5443-01A_HPV16,TCGA-CV-5443-01A_RLN1,TCGA-CV-5443-01A_chr9_5464508,22,RLN1_chr9_5464508_left_two_HPV16_6761,TCGA-CV-5443-01A_RLN1_chr9_5464508_HPV16_6761
TCGA-CV-5443-01A,RIC1,chr9,5464508,HPV16,6761,L1,18,4,+,-,CTAT_VIF,right_two,neargenes,TCGA-CV-5443-01A_HPV16,TCGA-CV-5443-01A_RIC1,TCGA-CV-5443-01A_chr9_5464508,22,RIC1_chr9_5464508_right_two_HPV16_6761,TCGA-CV-5443-01A_RIC1_chr9_5464508_HPV16_6761
TCGA-HL-7533-01A,PDCD1LG2,chr9,5578120,HPV16,3951,E5,233,17,+,+,CTAT_VIF,integration,neargenes,TCGA-HL-7533-01A_HPV16,TCGA-HL-7533-01A_PDCD1LG2,TCGA-HL-7533-01A_chr9_5578120,250,PDCD1LG2_chr9_5578120_integration_HPV16_3951,TCGA-HL-7533-01A_PDCD1LG2_chr9_5578120_HPV16_3951
TCGA-HL-7533-01A,CD274,chr9,5578120,HPV16,3951,E5,233,17,+,+,CTAT_VIF,left_one,neargenes,TCGA-HL-7533-01A_HPV16,TCGA-HL-7533-01A_CD274,TCGA-HL-7533-01A_chr9_5578120,250,CD274_chr9_5578120_left_one_HPV16_3951,TCGA-HL-7533-01A_CD274_chr9_5578120_HPV16_3951
TCGA-HL-7533-01A,RIC1,chr9,5578120,HPV16,3951,E5,233,17,+,+,CTAT_VIF,right_one,neargenes,TCGA-HL-7533-01A_HPV16,TCGA-HL-7533-01A_RIC1,TCGA-HL-7533-01A_chr9_5578120,250,RIC1_chr9_5578120_right_one_HPV16_3951,TCGA-HL-7533-01A_RIC1_chr9_5578120_HPV16_3951
TCGA-HL-7533-01A,PLGRKT,chr9,5578120,HPV16,3951,E5,233,17,+,+,CTAT_VIF,left_two,neargenes,TCGA-HL-7533-01A_HPV16,TCGA-HL-7533-01A_PLGRKT,TCGA-HL-7533-01A_chr9_5578120,250,PLGRKT_chr9_5578120_left_two_HPV16_3951,TCGA-HL-7533-01A_PLGRKT_chr9_5578120_HPV16_3951
TCGA-HL-7533-01A,ERMP1,chr9,5578120,HPV16,3951,E5,233,17,+,+,CTAT_VIF,right_two,neargenes,TCGA-HL-7533-01A_HPV16,TCGA-HL-7533-01A_ERMP1,TCGA-HL-7533-01A_chr9_5578120,250,ERMP1_chr9_5578120_right_two_HPV16_3951,TCGA-HL-7533-01A_ERMP1_chr9_5578120_HPV16_3951
TCGA-HL-7533-01A,PDCD1LG2,chr9,5578450,HPV16,2609,E1,35,4,+,+,CTAT_VIF,integration,neargenes,TCGA-HL-7533-01A_HPV16,TCGA-HL-7533-01A_PDCD1LG2,TCGA-HL-7533-01A_chr9_5578450,39,PDCD1LG2_chr9_5578450_integration_HPV16_2609,TCGA-HL-7533-01A_PDCD1LG2_chr9_5578450_HPV16_2609
TCGA-HL-7533-01A,CD274,chr9,5578450,HPV16,2609,E1,35,4,+,+,CTAT_VIF,left_one,neargenes,TCGA-HL-7533-01A_HPV16,TCGA-HL-7533-01A_CD274,TCGA-HL-7533-01A_chr9_5578450,39,CD274_chr9_5578450_left_one_HPV16_2609,TCGA-HL-7533-01A_CD274_chr9_5578450_HPV16_2609
TCGA-HL-7533-01A,RIC1,chr9,5578450,HPV16,2609,E1,35,4,+,+,CTAT_VIF,right_one,neargenes,TCGA-HL-7533-01A_HPV16,TCGA-HL-7533-01A_RIC1,TCGA-HL-7533-01A_chr9_5578450,39,RIC1_chr9_5578450_right_one_HPV16_2609,TCGA-HL-7533-01A_RIC1_chr9_5578450_HPV16_2609
TCGA-HL-7533-01A,PLGRKT,chr9,5578450,HPV16,2609,E1,35,4,+,+,CTAT_VIF,left_two,neargenes,TCGA-HL-7533-01A_HPV16,TCGA-HL-7533-01A_PLGRKT,TCGA-HL-7533-01A_chr9_5578450,39,PLGRKT_chr9_5578450_left_two_HPV16_2609,TCGA-HL-7533-01A_PLGRKT_chr9_5578450_HPV16_2609
TCGA-HL-7533-01A,ERMP1,chr9,5578450,HPV16,2609,E1,35,4,+,+,CTAT_VIF,right_two,neargenes,TCGA-HL-7533-01A_HPV16,TCGA-HL-7533-01A_ERMP1,TCGA-HL-7533-01A_chr9_5578450,39,ERMP1_chr9_5578450_right_two_HPV16_2609,TCGA-HL-7533-01A_ERMP1_chr9_5578450_HPV16_2609
GS18019T,SPATA31D1,chr9,82339350,HPV16,2300,E1,11,4,+,-,CTAT_VIF,integration,neargenes,GS18019T_HPV16,GS18019T_SPATA31D1,GS18019T_chr9_82339350,15,SPATA31D1_chr9_82339350_integration_HPV16_2300,GS18019T_SPATA31D1_chr9_82339350_HPV16_2300
GS18019T,SPATA31D3,chr9,82339350,HPV16,2300,E1,11,4,+,-,CTAT_VIF,left_one,neargenes,GS18019T_HPV16,GS18019T_SPATA31D3,GS18019T_chr9_82339350,15,SPATA31D3_chr9_82339350_left_one_HPV16_2300,GS18019T_SPATA31D3_chr9_82339350_HPV16_2300
GS18019T,RASEF,chr9,82339350,HPV16,2300,E1,11,4,+,-,CTAT_VIF,right_one,neargenes,GS18019T_HPV16,GS18019T_RASEF,GS18019T_chr9_82339350,15,RASEF_chr9_82339350_right_one_HPV16_2300,GS18019T_RASEF_chr9_82339350_HPV16_2300
GS18019T,FRMD3,chr9,82339350,HPV16,2300,E1,11,4,+,-,CTAT_VIF,left_two,neargenes,GS18019T_HPV16,GS18019T_FRMD3,GS18019T_chr9_82339350,15,FRMD3_chr9_82339350_left_two_HPV16_2300,GS18019T_FRMD3_chr9_82339350_HPV16_2300
GS18019T,IDNK,chr9,82339350,HPV16,2300,E1,11,4,+,-,CTAT_VIF,right_two,neargenes,GS18019T_HPV16,GS18019T_IDNK,GS18019T_chr9_82339350,15,IDNK_chr9_82339350_right_two_HPV16_2300,GS18019T_IDNK_chr9_82339350_HPV16_2300
130-MCDM-4,FOXE1,chr9,97852875,HPV16,685,E7,60,62,+,-,CTAT_VIF,integration,neargenes,130-MCDM-4_HPV16,130-MCDM-4_FOXE1,130-MCDM-4_chr9_97852875,122,FOXE1_chr9_97852875_integration_HPV16_685,130-MCDM-4_FOXE1_chr9_97852875_HPV16_685
130-MCDM-4,XPA,chr9,97852875,HPV16,685,E7,60,62,+,-,CTAT_VIF,left_one,neargenes,130-MCDM-4_HPV16,130-MCDM-4_XPA,130-MCDM-4_chr9_97852875,122,XPA_chr9_97852875_left_one_HPV16_685,130-MCDM-4_XPA_chr9_97852875_HPV16_685
